,Year,Value
15989,2015,150
15990,2015,1235
15991,2015,5
15992,2015,14468
15993,2015,3073
15994,2015,124
15995,2015,1954
15996,2015,2115
15997,2015,722
15998,2015,8600
15999,2015,5999
16000,2015,1273
16001,2015,301
16002,2015,91
16003,2015,1328
16004,2015,8600
16005,2015,3435
16006,2015,3986
16007,2015,1179
16008,2015,1009500
16009,2015,36900
16010,2015,151
16011,2015,97
16012,2015,18
16013,2015,21
16014,2015,8
16015,2015,40
16016,2015,18381
16017,2015,15415
16018,2015,2744
16019,2015,109
16020,2015,0
16021,2015,113
16022,2015,17614
16023,2015,170
16024,2015,56
16025,2015,225
16026,2015,2308
16027,2015,12
16028,2015,11932
16029,2015,2774
16030,2015,149
16031,2015,2704
16032,2015,2903
16033,2015,967
16034,2015,11206
16035,2015,7230
16036,2015,1065
16037,2015,352
16038,2015,130
16039,2015,2911
16040,2015,11206
16041,2015,4230
16042,2015,5088
16043,2015,1888
16044,2015,589800
16045,2015,31000
16046,2015,142
16047,2015,85
16048,2015,23
16049,2015,23
16050,2015,9
16051,2015,38
16052,2015,8149
16053,2015,7721
16054,2015,369
16055,2015,37
16056,2015,0
16057,2015,22
16058,2015,7965
16059,2015,49
16060,2015,15
16061,2015,39
16062,2015,457
16063,2015,0
16064,2015,6562
16065,2015,773
16066,2015,69
16067,2015,1698
16068,2015,1906
16069,2015,391
16070,2015,4337
16071,2015,3650
16072,2015,331
16073,2015,77
16074,2015,21
16075,2015,357
16076,2015,4337
16077,2015,1549
16078,2015,2477
16079,2015,312
16080,2015,1133700
16081,2015,54500
16082,2015,147
16083,2015,70
16084,2015,15
16085,2015,25
16086,2015,9
16087,2015,36
16088,2015,29139
16089,2015,26840
16090,2015,1978
16091,2015,113
16092,2015,0
16093,2015,208
16094,2015,28469
16095,2015,105
16096,2015,175
16097,2015,136
16098,2015,1135
16099,2015,4
16100,2015,23650
16101,2015,3178
16102,2015,91
16103,2015,1713
16104,2015,1830
16105,2015,787
16106,2015,8821
16107,2015,6096
16108,2015,1125
16109,2015,230
16110,2015,76
16111,2015,1600
16112,2015,8821
16113,2015,3180
16114,2015,4514
16115,2015,1128
16116,2015,1458300
16117,2015,39400
16118,2015,135
16119,2015,95
16120,2015,12
16121,2015,25
16122,2015,9
16123,2015,36
16124,2015,14284
16125,2015,13097
16126,2015,1047
16127,2015,73
16128,2015,4
16129,2015,63
16130,2015,13414
16131,2015,93
16132,2015,41
16133,2015,126
16134,2015,1399
16135,2015,7
16136,2015,9064
16137,2015,2579
16138,2015,113
16139,2015,2203
16140,2015,2323
16141,2015,990
16142,2015,8742
16143,2015,6864
16144,2015,C
16145,2015,204
16146,2015,73
16147,2015,C
16148,2015,8742
16149,2015,3580
16150,2015,4072
16151,2015,1089
16152,2015,620600
16153,2015,43000
16154,2015,169
16155,2015,112
16156,2015,31
16157,2015,28
16158,2015,11
16159,2015,41
16160,2015,793
16161,2015,92
16162,2015,684
16163,2015,15
16164,2015,0
16165,2015,4
16166,2015,582
16167,2015,22
16168,2015,6
16169,2015,27
16170,2015,178
16171,2015,0
16172,2015,80
16173,2015,257
16174,2015,11
16175,2015,36
16176,2015,47
16177,2015,222
16178,2015,1532
16179,2015,513
16180,2015,C
16181,2015,36
16182,2015,17
16183,2015,C
16184,2015,1532
16185,2015,903
16186,2015,379
16187,2015,249
16188,2015,295700
16189,2015,82800
16190,2015,135
16191,2015,123
16192,2015,13
16193,2015,25
16194,2015,15
16195,2015,59
16196,2015,75095
16197,2015,63837
16198,2015,10762
16199,2015,271
16200,2015,10
16201,2015,216
16202,2015,72310
16203,2015,598
16204,2015,267
16205,2015,1077
16206,2015,10251
16207,2015,10
16208,2015,46826
16209,2015,13019
16210,2015,272
16211,2015,7007
16212,2015,7229
16213,2015,3007
16214,2015,36669
16215,2015,16193
16216,2015,13117
16217,2015,2601
16218,2015,1148
16219,2015,7359
16220,2015,36670
16221,2015,11819
16222,2015,15492
16223,2015,9359
16224,2015,224700
16225,2015,9000
16226,2015,105
16227,2015,58
16228,2015,27
16229,2015,25
16230,2015,8
16231,2015,32
16232,2015,15928
16233,2015,15437
16234,2015,443
16235,2015,36
16236,2015,0
16237,2015,12
16238,2015,15684
16239,2015,97
16240,2015,32
16241,2015,76
16242,2015,1107
16243,2015,0
16244,2015,13402
16245,2015,954
16246,2015,16
16247,2015,1625
16248,2015,1722
16249,2015,341
16250,2015,4083
16251,2015,2985
16252,2015,703
16253,2015,151
16254,2015,45
16255,2015,395
16256,2015,4083
16257,2015,1143
16258,2015,2151
16259,2015,789
16260,2015,616500
16261,2015,13200
16262,2015,139
16263,2015,59
16264,2015,13
16265,2015,30
16266,2015,8
16267,2015,28
16268,2015,20128
16269,2015,19564
16270,2015,472
16271,2015,57
16272,2015,0
16273,2015,34
16274,2015,19334
16275,2015,66
16276,2015,35
16277,2015,236
16278,2015,1776
16279,2015,2
16280,2015,15627
16281,2015,1536
16282,2015,58
16283,2015,950
16284,2015,1000
16285,2015,844
16286,2015,6227
16287,2015,2554
16288,2015,1922
16289,2015,443
16290,2015,109
16291,2015,1750
16292,2015,6227
16293,2015,1963
16294,2015,3112
16295,2015,1152
16296,2015,320400
16297,2015,13400
16298,2015,82
16299,2015,50
16300,2015,20
16301,2015,43
16302,2015,14
16303,2015,32
16304,2015,27124
16305,2015,25936
16306,2015,1003
16307,2015,103
16308,2015,C
16309,2015,C
16310,2015,26121
16311,2015,214
16312,2015,97
16313,2015,376
16314,2015,4049
16315,2015,8
16316,2015,16469
16317,2015,4804
16318,2015,113
16319,2015,4226
16320,2015,4286
16321,2015,1063
16322,2015,13798
16323,2015,8179
16324,2015,2776
16325,2015,725
16326,2015,301
16327,2015,2843
16328,2015,13798
16329,2015,4599
16330,2015,6118
16331,2015,3082
16332,2015,246600
16333,2015,9700
16334,2015,134
16335,2015,64
16336,2015,37
16337,2015,23
16338,2015,8
16339,2015,33
16340,2015,11288
16341,2015,10994
16342,2015,242
16343,2015,19
16344,2015,1
16345,2015,32
16346,2015,10972
16347,2015,69
16348,2015,39
16349,2015,110
16350,2015,1490
16351,2015,0
16352,2015,7770
16353,2015,1469
16354,2015,25
16355,2015,1464
16356,2015,1537
16357,2015,389
16358,2015,4773
16359,2015,3158
16360,2015,875
16361,2015,223
16362,2015,172
16363,2015,739
16364,2015,4773
16365,2015,1419
16366,2015,2436
16367,2015,918
16368,2015,335200
16369,2015,11500
16370,2015,130
16371,2015,67
16372,2015,29
16373,2015,27
16374,2015,8
16375,2015,30
16376,2015,5629
16377,2015,5465
16378,2015,114
16379,2015,33
16380,2015,0
16381,2015,17
16382,2015,5400
16383,2015,71
16384,2015,18
16385,2015,110
16386,2015,887
16387,2015,2
16388,2015,2949
16389,2015,1319
16390,2015,47
16391,2015,1391
16392,2015,1313
16393,2015,150
16394,2015,3654
16395,2015,2064
16396,2015,668
16397,2015,207
16398,2015,53
16399,2015,922
16400,2015,3654
16401,2015,824
16402,2015,1874
16403,2015,956
16404,2015,179400
16405,2015,4800
16406,2015,110
16407,2015,40
16408,2015,46
16409,2015,18
16410,2015,4
16411,2015,23
16412,2015,4309
16413,2015,4264
16414,2015,24
16415,2015,9
16416,2015,C
16417,2015,C
16418,2015,4158
16419,2015,C
16420,2015,21
16421,2015,72
16422,2015,662
16423,2015,3
16424,2015,2747
16425,2015,624
16426,2015,C
16427,2015,711
16428,2015,750
16429,2015,189
16430,2015,2154
16431,2015,1104
16432,2015,517
16433,2015,102
16434,2015,4
16435,2015,532
16436,2015,2154
16437,2015,1161
16438,2015,485
16439,2015,508
16440,2015,229600
16441,2015,10100
16442,2015,228
16443,2015,73
16444,2015,36
16445,2015,16
16446,2015,9
16447,2015,54
16448,2015,4807
16449,2015,4329
16450,2015,431
16451,2015,30
16452,2015,0
16453,2015,16
16454,2015,4534
16455,2015,C
16456,2015,16
16457,2015,66
16458,2015,835
16459,2015,1
16460,2015,2510
16461,2015,1051
16462,2015,C
16463,2015,552
16464,2015,561
16465,2015,282
16466,2015,2543
16467,2015,1404
16468,2015,571
16469,2015,131
16470,2015,51
16471,2015,569
16472,2015,2543
16473,2015,921
16474,2015,1044
16475,2015,578
16476,2015,211200
16477,2015,12400
16478,2015,134
16479,2015,81
16480,2015,42
16481,2015,31
16482,2015,11
16483,2015,36
16484,2015,1091
16485,2015,884
16486,2015,192
16487,2015,12
16488,2015,0
16489,2015,3
16490,2015,1057
16491,2015,11
16492,2015,2
16493,2015,20
16494,2015,175
16495,2015,2
16496,2015,493
16497,2015,342
16498,2015,15
16499,2015,107
16500,2015,126
16501,2015,53
16502,2015,674
16503,2015,449
16504,2015,146
16505,2015,62
16506,2015,21
16507,2015,80
16508,2015,674
16509,2015,274
16510,2015,279
16511,2015,122
16512,2015,320900
16513,2015,15600
16514,2015,161
16515,2015,116
16516,2015,44
16517,2015,19
16518,2015,8
16519,2015,41
16520,2015,11915
16521,2015,2900
16522,2015,8844
16523,2015,74
16524,2015,C
16525,2015,C
16526,2015,11171
16527,2015,220
16528,2015,103
16529,2015,389
16530,2015,3320
16531,2015,0
16532,2015,1329
16533,2015,5724
16534,2015,86
16535,2015,206
16536,2015,221
16537,2015,758
16538,2015,12562
16539,2015,2475
16540,2015,7716
16541,2015,1282
16542,2015,694
16543,2015,2370
16544,2015,12562
16545,2015,4114
16546,2015,4112
16547,2015,4336
16548,2015,87900
16549,2015,5600
16550,2015,60
16551,2015,55
16552,2015,54
16553,2015,18
16554,2015,6
16555,2015,33
16556,2015,3004
16557,2015,502
16558,2015,2420
16559,2015,36
16560,2015,C
16561,2015,C
16562,2015,2678
16563,2015,119
16564,2015,58
16565,2015,132
16566,2015,725
16567,2015,0
16568,2015,148
16569,2015,1444
16570,2015,52
16571,2015,46
16572,2015,46
16573,2015,327
16574,2015,7182
16575,2015,1158
16576,2015,4917
16577,2015,613
16578,2015,355
16579,2015,1108
16580,2015,7183
16581,2015,2524
16582,2015,1813
16583,2015,2845
16584,2015,113700
16585,2015,12400
16586,2015,64
16587,2015,61
16588,2015,71
16589,2015,13
16590,2015,5
16591,2015,35
16592,2015,8911
16593,2015,2398
16594,2015,6424
16595,2015,38
16596,2015,C
16597,2015,C
16598,2015,8494
16599,2015,101
16600,2015,45
16601,2015,257
16602,2015,2595
16603,2015,0
16604,2015,1181
16605,2015,4280
16606,2015,34
16607,2015,161
16608,2015,174
16609,2015,432
16610,2015,5379
16611,2015,1317
16612,2015,2799
16613,2015,669
16614,2015,339
16615,2015,1263
16616,2015,5379
16617,2015,1590
16618,2015,2298
16619,2015,1491
16620,2015,81700
16621,2015,4000
16622,2015,57
16623,2015,50
16624,2015,51
16625,2015,27
16626,2015,8
16627,2015,30
16628,2015,23544
16629,2015,22345
16630,2015,C
16631,2015,365
16632,2015,C
16633,2015,21142
16634,2015,500
16635,2015,576
16636,2015,1302
16637,2015,5694
16638,2015,10
16639,2015,12609
16640,2015,460
16641,2015,239
16642,2015,236
16643,2015,2400
16644,2015,36809
16645,2015,8126
16646,2015,23100
16647,2015,3293
16648,2015,891
16649,2015,5583
16650,2015,36810
16651,2015,19426
16652,2015,7937
16653,2015,9447
16654,2015,264500
16655,2015,27000
16656,2015,102
16657,2015,99
16658,2015,12
16659,2015,7
16660,2015,53
16661,2015,8106
16662,2015,7860
16663,2015,34
16664,2015,C
16665,2015,C
16666,2015,7610
16667,2015,141
16668,2015,461
16669,2015,471
16670,2015,2003
16671,2015,1
16672,2015,4480
16673,2015,55
16674,2015,37
16675,2015,39
16676,2015,499
16677,2015,5972
16678,2015,1572
16679,2015,C
16680,2015,905
16681,2015,188
16682,2015,C
16683,2015,5972
16684,2015,2228
16685,2015,1635
16686,2015,2109
16687,2015,217700
16688,2015,13400
16689,2015,96
16690,2015,94
16691,2015,22
16692,2015,8
16693,2015,37
16694,2015,8106
16695,2015,7860
16696,2015,34
16697,2015,C
16698,2015,C
16699,2015,7610
16700,2015,141
16701,2015,461
16702,2015,471
16703,2015,2003
16704,2015,1
16705,2015,4480
16706,2015,55
16707,2015,37
16708,2015,39
16709,2015,499
16710,2015,5972
16711,2015,1572
16712,2015,C
16713,2015,905
16714,2015,188
16715,2015,C
16716,2015,5972
16717,2015,2228
16718,2015,1635
16719,2015,2109
16720,2015,217700
16721,2015,13400
16722,2015,96
16723,2015,94
16724,2015,22
16725,2015,8
16726,2015,37
16727,2015,7759
16728,2015,7445
16729,2015,54
16730,2015,C
16731,2015,C
16732,2015,7158
16733,2015,70
16734,2015,24
16735,2015,405
16736,2015,1663
16737,2015,5
16738,2015,4898
16739,2015,97
16740,2015,67
16741,2015,56
16742,2015,590
16743,2015,8464
16744,2015,3205
16745,2015,C
16746,2015,1172
16747,2015,453
16748,2015,C
16749,2015,8464
16750,2015,3097
16751,2015,3424
16752,2015,1942
16753,2015,416900
16754,2015,31700
16755,2015,94
16756,2015,92
16757,2015,19
16758,2015,7
16759,2015,37
16760,2015,7679
16761,2015,7040
16762,2015,C
16763,2015,0
16764,2015,C
16765,2015,6374
16766,2015,289
16767,2015,91
16768,2015,427
16769,2015,2028
16770,2015,5
16771,2015,3232
16772,2015,308
16773,2015,135
16774,2015,141
16775,2015,1311
16776,2015,22374
16777,2015,3349
16778,2015,15917
16779,2015,1215
16780,2015,250
16781,2015,3107
16782,2015,22374
16783,2015,14100
16784,2015,2878
16785,2015,5396
16786,2015,231600
16787,2015,39500
16788,2015,116
16789,2015,111
16790,2015,9
16791,2015,6
16792,2015,63
16793,2015,2330
16794,2015,2156
16795,2015,C
16796,2015,0
16797,2015,C
16798,2015,2102
16799,2015,45
16800,2015,30
16801,2015,60
16802,2015,623
16803,2015,0
16804,2015,1337
16805,2015,8
16806,2015,19
16807,2015,18
16808,2015,226
16809,2015,2673
16810,2015,771
16811,2015,C
16812,2015,86
16813,2015,46
16814,2015,C
16815,2015,2673
16816,2015,C
16817,2015,603
16818,2015,C
16819,2015,174600
16820,2015,16900
16821,2015,128
16822,2015,125
16823,2015,C
16824,2015,8
16825,2015,C
16826,2015,4376
16827,2015,3995
16828,2015,91
16829,2015,0
16830,2015,289
16831,2015,3428
16832,2015,223
16833,2015,C
16834,2015,324
16835,2015,1172
16836,2015,3
16837,2015,1379
16838,2015,C
16839,2015,109
16840,2015,114
16841,2015,953
16842,2015,18443
16843,2015,2304
16844,2015,14729
16845,2015,1019
16846,2015,172
16847,2015,1410
16848,2015,18443
16849,2015,12111
16850,2015,1989
16851,2015,4344
16852,2015,284100
16853,2015,61900
16854,2015,116
16855,2015,110
16856,2015,8
16857,2015,5
16858,2015,66
16859,2015,974
16860,2015,889
16861,2015,C
16862,2015,0
16863,2015,C
16864,2015,844
16865,2015,22
16866,2015,C
16867,2015,42
16868,2015,234
16869,2015,1
16870,2015,516
16871,2015,C
16872,2015,7
16873,2015,9
16874,2015,132
16875,2015,1258
16876,2015,274
16877,2015,C
16878,2015,111
16879,2015,32
16880,2015,C
16881,2015,1258
16882,2015,C
16883,2015,287
16884,2015,C
16885,2015,220700
16886,2015,29800
16887,2015,95
16888,2015,92
16889,2015,C
16890,2015,10
16891,2015,C
16892,2015,13582
16893,2015,13018
16894,2015,C
16895,2015,108
16896,2015,C
16897,2015,12990
16898,2015,1088
16899,2015,35
16900,2015,1637
16901,2015,2338
16902,2015,34
16903,2015,7770
16904,2015,121
16905,2015,89
16906,2015,200
16907,2015,704
16908,2015,22191
16909,2015,9134
16910,2015,7495
16911,2015,1593
16912,2015,97
16913,2015,5562
16914,2015,22191
16915,2015,6516
16916,2015,6336
16917,2015,9339
16918,2015,392100
16919,2015,20300
16920,2015,144
16921,2015,141
16922,2015,11
16923,2015,3
16924,2015,29
16925,2015,5022
16926,2015,C
16927,2015,40
16928,2015,C
16929,2015,C
16930,2015,4505
16931,2015,65
16932,2015,9
16933,2015,256
16934,2015,1089
16935,2015,C
16936,2015,3043
16937,2015,43
16938,2015,47
16939,2015,134
16940,2015,604
16941,2015,5974
16942,2015,2290
16943,2015,973
16944,2015,266
16945,2015,61
16946,2015,2710
16947,2015,5974
16948,2015,C
16949,2015,2207
16950,2015,C
16951,2015,266500
16952,2015,32100
16953,2015,104
16954,2015,98
16955,2015,C
16956,2015,10
16957,2015,C
16958,2015,8561
16959,2015,C
16960,2015,C
16961,2015,C
16962,2015,C
16963,2015,8485
16964,2015,1023
16965,2015,25
16966,2015,1381
16967,2015,1250
16968,2015,C
16969,2015,4727
16970,2015,79
16971,2015,42
16972,2015,66
16973,2015,100
16974,2015,16217
16975,2015,6843
16976,2015,6522
16977,2015,1327
16978,2015,35
16979,2015,2851
16980,2015,16217
16981,2015,C
16982,2015,4129
16983,2015,C
16984,2015,541800
16985,2015,6300
16986,2015,166
16987,2015,164
16988,2015,C
16989,2015,1
16990,2015,C
16991,2015,72111
16992,2015,18035
16993,2015,46425
16994,2015,4
16995,2015,7647
16996,2015,53343
16997,2015,23651
16998,2015,99
16999,2015,732
17000,2015,5526
17001,2015,34
17002,2015,562
17003,2015,14848
17004,2015,7926
17005,2015,158
17006,2015,162
17007,2015,18772
17008,2015,1031810
17009,2015,292944
17010,2015,S
17011,2015,4293
17012,2015,S
17013,2015,718256
17014,2015,1031809
17015,2015,221657
17016,2015,486537
17017,2015,323616
17018,2015,1218900
17019,2015,317300
17020,2015,60
17021,2015,60
17022,2015,8
17023,2015,2
17024,2015,21
17025,2015,56541
17026,2015,5499
17027,2015,45223
17028,2015,1
17029,2015,5818
17030,2015,39537
17031,2015,23448
17032,2015,74
17033,2015,535
17034,2015,3122
17035,2015,15
17036,2015,51
17037,2015,5117
17038,2015,7191
17039,2015,128
17040,2015,137
17041,2015,17013
17042,2015,987930
17043,2015,273497
17044,2015,S
17045,2015,3975
17046,2015,S
17047,2015,694784
17048,2015,987929
17049,2015,208495
17050,2015,468846
17051,2015,310588
17052,2015,1596900
17053,2015,480500
17054,2015,58
17055,2015,58
17056,2015,8
17057,2015,2
17058,2015,21
17059,2015,34486
17060,2015,3041
17061,2015,30016
17062,2015,0
17063,2015,1429
17064,2015,26265
17065,2015,19367
17066,2015,C
17067,2015,408
17068,2015,2684
17069,2015,11
17070,2015,C
17071,2015,2989
17072,2015,759
17073,2015,4
17074,2015,4
17075,2015,8221
17076,2015,655224
17077,2015,200613
17078,2015,1055
17079,2015,270
17080,2015,109
17081,2015,453556
17082,2015,655224
17083,2015,45234
17084,2015,380945
17085,2015,229045
17086,2015,1133700
17087,2015,270200
17088,2015,53
17089,2015,53
17090,2015,18
17091,2015,1
17092,2015,7
17093,2015,22054
17094,2015,2458
17095,2015,15207
17096,2015,1
17097,2015,4389
17098,2015,13271
17099,2015,4081
17100,2015,C
17101,2015,126
17102,2015,438
17103,2015,5
17104,2015,C
17105,2015,2128
17106,2015,6432
17107,2015,124
17108,2015,134
17109,2015,8793
17110,2015,332706
17111,2015,72883
17112,2015,S
17113,2015,3705
17114,2015,S
17115,2015,241228
17116,2015,332705
17117,2015,163261
17118,2015,87901
17119,2015,81543
17120,2015,4422700
17121,2015,1763300
17122,2015,83
17123,2015,83
17124,2015,5
17125,2015,3
17126,2015,49
17127,2015,10121
17128,2015,7969
17129,2015,699
17130,2015,0
17131,2015,1452
17132,2015,9624
17133,2015,14
17134,2015,10
17135,2015,72
17136,2015,812
17137,2015,11
17138,2015,500
17139,2015,7629
17140,2015,586
17141,2015,0
17142,2015,0
17143,2015,497
17144,2015,32371
17145,2015,32371
17146,2015,7878
17147,2015,1190400
17148,2015,58400
17149,2015,6
17150,2015,2
17151,2015,24
17152,2015,3855
17153,2015,2332
17154,2015,357
17155,2015,0
17156,2015,1166
17157,2015,2877
17158,2015,C
17159,2015,C
17160,2015,18
17161,2015,105
17162,2015,2
17163,2015,294
17164,2015,1903
17165,2015,549
17166,2015,0
17167,2015,0
17168,2015,978
17169,2015,13745
17170,2015,13745
17171,2015,3677
17172,2015,3738000
17173,2015,948200
17174,2015,27
17175,2015,7
17176,2015,27
17177,2015,6266
17178,2015,5637
17179,2015,342
17180,2015,0
17181,2015,287
17182,2015,6747
17183,2015,C
17184,2015,C
17185,2015,54
17186,2015,707
17187,2015,9
17188,2015,206
17189,2015,5727
17190,2015,38
17191,2015,0
17192,2015,0
17193,2015,-481
17194,2015,18626
17195,2015,18626
17196,2015,4201
17197,2015,838800
17198,2015,-64400
17199,2015,-11
17200,2015,-3
17201,2015,23
17202,2015,5449
17203,2015,4567
17204,2015,503
17205,2015,3
17206,2015,377
17207,2015,4182
17208,2015,189
17209,2015,14
17210,2015,125
17211,2015,1592
17212,2015,8
17213,2015,11
17214,2015,2102
17215,2015,148
17216,2015,30
17217,2015,24
17218,2015,1261
17219,2015,11509
17220,2015,11509
17221,2015,5284
17222,2015,357300
17223,2015,82700
17224,2015,24
17225,2015,11
17226,2015,46
17227,2015,5449
17228,2015,4567
17229,2015,503
17230,2015,3
17231,2015,377
17232,2015,4182
17233,2015,189
17234,2015,14
17235,2015,125
17236,2015,1592
17237,2015,8
17238,2015,11
17239,2015,2102
17240,2015,148
17241,2015,30
17242,2015,24
17243,2015,1261
17244,2015,11509
17245,2015,11509
17246,2015,5284
17247,2015,357300
17248,2015,82700
17249,2015,24
17250,2015,11
17251,2015,46
17252,2015,26562
17253,2015,22497
17254,2015,1230
17255,2015,16
17256,2015,2819
17257,2015,17700
17258,2015,3796
17259,2015,594
17260,2015,1751
17261,2015,1824
17262,2015,10
17263,2015,1123
17264,2015,8100
17265,2015,513
17266,2015,2833
17267,2015,2755
17268,2015,8783
17269,2015,201314
17270,2015,26426
17271,2015,146201
17272,2015,20087
17273,2015,10934
17274,2015,28687
17275,2015,201313
17276,2015,92162
17277,2015,38516
17278,2015,70635
17279,2015,973500
17280,2015,321900
17281,2015,69
17282,2015,61
17283,2015,10
17284,2015,4
17285,2015,46
17286,2015,4823
17287,2015,4379
17288,2015,283
17289,2015,6
17290,2015,155
17291,2015,4026
17292,2015,436
17293,2015,44
17294,2015,879
17295,2015,664
17296,2015,5
17297,2015,1
17298,2015,1915
17299,2015,87
17300,2015,213
17301,2015,227
17302,2015,812
17303,2015,16281
17304,2015,4389
17305,2015,7429
17306,2015,2327
17307,2015,726
17308,2015,4462
17309,2015,16281
17310,2015,7151
17311,2015,3162
17312,2015,5968
17313,2015,392500
17314,2015,66100
17315,2015,139
17316,2015,132
17317,2015,11
17318,2015,5
17319,2015,44
17320,2015,3952
17321,2015,3575
17322,2015,249
17323,2015,0
17324,2015,128
17325,2015,3460
17326,2015,380
17327,2015,40
17328,2015,858
17329,2015,553
17330,2015,4
17331,2015,0
17332,2015,1568
17333,2015,60
17334,2015,200
17335,2015,204
17336,2015,495
17337,2015,12144
17338,2015,3009
17339,2015,6966
17340,2015,2216
17341,2015,663
17342,2015,2169
17343,2015,12144
17344,2015,4876
17345,2015,2499
17346,2015,4770
17347,2015,362400
17348,2015,45400
17349,2015,120
17350,2015,112
17351,2015,10
17352,2015,4
17353,2015,40
17354,2015,871
17355,2015,804
17356,2015,34
17357,2015,6
17358,2015,27
17359,2015,566
17360,2015,56
17361,2015,3
17362,2015,20
17363,2015,111
17364,2015,0
17365,2015,1
17366,2015,347
17367,2015,27
17368,2015,12
17369,2015,23
17370,2015,316
17371,2015,4136
17372,2015,1380
17373,2015,463
17374,2015,111
17375,2015,63
17376,2015,2294
17377,2015,4136
17378,2015,2275
17379,2015,664
17380,2015,1197
17381,2015,630100
17382,2015,228700
17383,2015,208
17384,2015,204
17385,2015,14
17386,2015,8
17387,2015,55
17388,2015,21738
17389,2015,18118
17390,2015,948
17391,2015,10
17392,2015,2663
17393,2015,13675
17394,2015,3360
17395,2015,550
17396,2015,872
17397,2015,1159
17398,2015,5
17399,2015,1122
17400,2015,6185
17401,2015,426
17402,2015,2620
17403,2015,2528
17404,2015,7971
17405,2015,185033
17406,2015,22037
17407,2015,138772
17408,2015,17760
17409,2015,10208
17410,2015,24225
17411,2015,185032
17412,2015,85011
17413,2015,35353
17414,2015,64668
17415,2015,1449500
17416,2015,531500
17417,2015,62
17418,2015,55
17419,2015,9
17420,2015,4
17421,2015,46
17422,2015,18049
17423,2015,14499
17424,2015,916
17425,2015,9
17426,2015,2625
17427,2015,10655
17428,2015,3313
17429,2015,533
17430,2015,800
17431,2015,514
17432,2015,0
17433,2015,0
17434,2015,5097
17435,2015,397
17436,2015,2607
17437,2015,2513
17438,2015,7300
17439,2015,181843
17440,2015,21036
17441,2015,137446
17442,2015,S
17443,2015,S
17444,2015,23362
17445,2015,181842
17446,2015,83474
17447,2015,34438
17448,2015,63931
17449,2015,3308300
17450,2015,1338100
17451,2015,61
17452,2015,54
17453,2015,9
17454,2015,4
17455,2015,46
17456,2015,3689
17457,2015,3619
17458,2015,32
17459,2015,0
17460,2015,39
17461,2015,3020
17462,2015,47
17463,2015,17
17464,2015,72
17465,2015,645
17466,2015,5
17467,2015,1122
17468,2015,1087
17469,2015,29
17470,2015,14
17471,2015,15
17472,2015,671
17473,2015,3190
17474,2015,1001
17475,2015,1326
17476,2015,362
17477,2015,210
17478,2015,863
17479,2015,3190
17480,2015,1537
17481,2015,916
17482,2015,737
17483,2015,386700
17484,2015,70300
17485,2015,109
17486,2015,108
17487,2015,44
17488,2015,21
17489,2015,48
17490,2015,41700
17491,2015,38719
17492,2015,2374
17493,2015,247
17494,2015,361
17495,2015,36147
17496,2015,1198
17497,2015,114
17498,2015,874
17499,2015,14873
17500,2015,31
17501,2015,18562
17502,2015,526
17503,2015,671
17504,2015,734
17505,2015,5616
17506,2015,63404
17507,2015,29816
17508,2015,6631
17509,2015,1661
17510,2015,609
17511,2015,26957
17512,2015,63404
17513,2015,24646
17514,2015,26539
17515,2015,12219
17516,2015,178600
17517,2015,24100
17518,2015,112
17519,2015,110
17520,2015,23
17521,2015,9
17522,2015,39
17523,2015,32639
17524,2015,29959
17525,2015,2206
17526,2015,196
17527,2015,277
17528,2015,27737
17529,2015,1076
17530,2015,90
17531,2015,654
17532,2015,11488
17533,2015,26
17534,2015,14073
17535,2015,356
17536,2015,571
17537,2015,628
17538,2015,4959
17539,2015,55761
17540,2015,26573
17541,2015,4466
17542,2015,1201
17543,2015,473
17544,2015,24722
17545,2015,55761
17546,2015,21415
17547,2015,23795
17548,2015,10551
17549,2015,246200
17550,2015,37400
17551,2015,112
17552,2015,109
17553,2015,23
17554,2015,9
17555,2015,38
17556,2015,7975
17557,2015,7654
17558,2015,121
17559,2015,114
17560,2015,87
17561,2015,7190
17562,2015,73
17563,2015,29
17564,2015,144
17565,2015,3039
17566,2015,1
17567,2015,3837
17568,2015,68
17569,2015,237
17570,2015,277
17571,2015,825
17572,2015,4646
17573,2015,2670
17574,2015,867
17575,2015,248
17576,2015,57
17577,2015,1109
17578,2015,4645
17579,2015,2030
17580,2015,1982
17581,2015,634
17582,2015,229100
17583,2015,23700
17584,2015,135
17585,2015,121
17586,2015,41
17587,2015,18
17588,2015,44
17589,2015,5818
17590,2015,5744
17591,2015,16
17592,2015,12
17593,2015,47
17594,2015,4109
17595,2015,83
17596,2015,14
17597,2015,93
17598,2015,2169
17599,2015,1
17600,2015,1673
17601,2015,76
17602,2015,99
17603,2015,89
17604,2015,1699
17605,2015,3098
17606,2015,1637
17607,2015,535
17608,2015,185
17609,2015,62
17610,2015,925
17611,2015,3098
17612,2015,1311
17613,2015,1056
17614,2015,731
17615,2015,188700
17616,2015,55100
17617,2015,155
17618,2015,147
17619,2015,130
17620,2015,55
17621,2015,42
17622,2015,10469
17623,2015,8326
17624,2015,1996
17625,2015,55
17626,2015,93
17627,2015,8798
17628,2015,882
17629,2015,28
17630,2015,231
17631,2015,3085
17632,2015,20
17633,2015,4435
17634,2015,138
17635,2015,133
17636,2015,155
17637,2015,1693
17638,2015,43025
17639,2015,19024
17640,2015,2393
17641,2015,517
17642,2015,273
17643,2015,21608
